TeamId;ES L1 LW;ES L1 C;ES L1 RW;ES L1 LD;ES L1 RD;ES L2 LW;ES L2 C;ES L2 RW;ES L2 LD;ES L2 RD;ES L3 LW;ES L3 C;ES L3 RW;ES L3 LD;ES L3 RD;ES L4 LW;ES L4 C;ES L4 RW;ES L4 LD;ES L4 RD;PP5on4 L1 LW;PP5on4 L1 C;PP5on4 L1 RW;PP5on4 L1 LD;PP5on4 L1 RD;PP5on4 L2 LW;PP5on4 L2 C;PP5on4 L2 RW;PP5on4 L2 LD;PP5on4 L2 RD;PP5on3 L1 LW;PP5on3 L1 C;PP5on3 L1 RW;PP5on3 L1 LD;PP5on3 L1 RD;PP5on3 L2 LW;PP5on3 L2 C;PP5on3 L2 RW;PP5on3 L2 LD;PP5on3 L2 RD;PP4on3 L1 F1;PP4on3 L1 F2;PP4on3 L1 LD;PP4on3 L1 RD;PP4on3 L2 F1;PP4on3 L2 F2;PP4on3 L2 LD;PP4on3 L2 RD;PK4on5 L1 F1;PK4on5 L1 F2;PK4on5 L1 LD;PK4on5 L1 RD;PK4on5 L2 F1;PK4on5 L2 F2;PK4on5 L2 LD;PK4on5 L2 LD;PK4on5 L3 F1;PK4on5 L3 F2;PK4on5 L3 LD;PK4on5 L3 LD;PK3on5 L1 F1;PK3on5 L1 LD;PK3on5 L1 RD;PK3on5 L2 F1;PK3on5 L2 LD;PK3on5 L2 LD;PK3on4 L1 F1;PK3on4 L1 LD;PK3on4 L1 RD;PK3on4 L2 F1;PK3on4 L2 LD;PK3on4 L2 LD;4on4 L1 F1;4on4 L1 F2;4on4 L1 LD;4on4 L1 RD;4on4 L2 F1;4on4 L2 F2;4on4 L2 LD;4on4 L2 LD;3on3 L1 F1;3on3 L1 LD;3on3 L1 RD;3on3 L2 F1;3on3 L2 LD;3on3 L2 LD;Shootout 1;Shootout 2;Shootout 3;Shootout 4;Shootout 5;Goalie 1;Goalie 2;Extra Attacker 1;Extra Attacker 2;
0;4060;5475;5265;5107;4160;4146;5075;4349;4756;3337;5443;5473;4941;4044;5092;;;3328;;;4060;5075;5265;4756;5107;4146;5475;3328;3337;4160;4060;5075;5265;4756;5107;4146;5475;3328;3337;4160;4060;5075;4756;5107;5265;5475;3337;4160;4941;5473;4044;4756;5443;3328;4160;3337;4349;5475;5107;5092;3328;4756;5092;5473;4044;4160;3328;4756;5092;5473;4044;4160;4060;5075;5107;4756;3328;5475;3337;4160;4060;5075;5107;3328;5475;4756;;4060;;;;4960;5102;4060;5475;;;;
3;4475;4601;4365;4041;3450;4152;5398;4938;4377;4348;5414;4138;5417;4768;5402;;3131;;;;5414;4601;4475;4041;4365;4152;5398;4938;3450;5402;5414;4601;4475;4041;4365;4152;5398;4938;3450;5402;4601;4475;4041;4365;4938;5398;5414;5402;5417;4138;4041;5402;4601;5414;4377;4348;4475;4365;4768;3450;5417;4041;5402;4138;4377;4348;5417;4041;5402;4138;4377;4348;4475;4601;4041;3450;5414;4938;4377;5402;4475;4601;4041;5414;4938;3450;4601;5398;3131;5414;4152;4343;4735;4601;4475;;;;
5;4374;4763;5051;4373;5082;4762;5887;5705;5879;5659;4962;5286;4149;4743;5411;;4471;;;;4374;4763;5051;4962;5082;4762;4471;4149;5286;5659;4374;4763;5051;4962;5082;4762;4471;4149;5286;5659;4374;4763;4962;5082;5051;4471;5286;5659;5887;4471;4373;5659;4762;4149;4743;5411;5051;5286;5879;5082;4471;4373;5659;5887;4743;5411;4471;4373;5659;5887;4743;5411;4374;4763;4373;5082;4149;4471;4743;5659;4374;4763;5082;4149;4471;5659;5887;5286;4149;4763;4962;4379;4958;4374;4763;;;;
8;4940;4369;4371;5288;5701;5447;4353;4741;5680;4605;5273;4765;4372;4760;5276;;5401;;;;4940;4369;4371;5288;5701;5447;4353;4741;5680;4605;4940;4369;4371;5288;5701;5447;4353;4741;5680;4605;4940;4369;5288;5701;5447;4353;5680;4605;4940;4369;5288;5701;4741;4371;5680;4605;4372;4353;4760;5276;4369;5288;5701;4371;5680;4605;4369;5288;5701;4371;5680;4605;4940;4369;5288;5701;5447;4353;5680;4605;4940;4369;5288;5447;4353;5680;4369;4940;4371;4353;4741;5090;4048;4369;4940;;;;
9;3695;4723;4939;4376;4483;3667;5109;4139;5244;4619;4488;4945;5094;5073;4719;5695;;;;;3695;4723;4939;4376;4488;3667;5109;5094;4483;4139;3695;4723;4939;4376;4488;3667;5109;5094;4483;4139;4723;4939;4376;4488;5109;3695;3667;4139;4488;3695;5244;4483;5695;4939;4376;4719;3667;4945;5073;4619;4488;5244;4483;3695;4376;4719;4488;5244;4483;3695;4376;4719;4723;4939;4376;4483;5109;3695;5244;4719;4723;4939;4483;5109;3695;4376;;;;;;5412;4598;4723;4939;;;;
10;4729;3885;2831;3869;4957;5461;5078;5058;4367;4158;4040;4355;4381;5248;5269;4747;;;;;4729;5078;2831;5461;4957;4040;3885;5058;4355;4158;4729;5078;2831;5461;4957;4040;3885;5058;4355;4158;4729;2831;5078;4957;3885;5461;4040;4158;5058;2831;3869;5248;4355;4747;4367;4957;4729;;5269;4158;2831;3869;4957;4355;4367;4158;2831;3869;5248;4355;4367;4957;4729;2831;3869;4957;5461;5078;4367;4158;4729;2831;4957;5461;5078;3869;2831;4729;5078;4158;5461;5106;3139;2831;;;;;
118;5477;5871;5287;5703;5715;5233;5684;4761;5105;4137;4752;4615;5278;5239;5236;;5088;;;;5477;5871;5287;4615;5703;5233;5088;4761;5684;5236;5477;5871;5287;4615;5703;5233;5088;4761;5684;5236;5477;5871;4615;5703;5684;5088;5233;5236;4752;5278;5105;4137;4761;5287;5703;5236;5684;5871;5239;5715;5278;5105;4137;4752;5715;5236;5278;5105;4137;4752;5715;5236;5287;5871;5703;4137;4615;5477;5105;5236;5287;5871;4137;4615;5477;5703;4615;5287;5871;5684;5477;5060;3955;5871;;;;;
119;3867;4742;4501;4953;5875;5704;4956;4734;5208;5726;5085;3947;6064;5655;5227;4608;;;;;;;;;;4608;3947;4734;;;;;;;;4608;3947;4734;;;;;;;;4734;4608;;4734;;;5227;3947;4608;4953;;;;5208;;;;5227;4734;4953;;;;5227;4734;4953;;;;;;4608;4734;4953;5227;;;;4608;4734;;4734;4742;4608;5704;3947;5103;5415;;;;;;
120;4494;4751;4737;4594;5214;5080;5714;4065;5940;5955;5238;3873;5907;5643;4492;;;4618;;;4494;4751;5714;5940;5955;5080;5907;4737;4618;5643;4494;4751;5714;5940;5955;5080;5907;4618;4737;5643;4751;4494;4737;5940;4618;3873;5643;5955;5080;4065;4594;4492;5238;5714;5643;5214;4494;4751;5940;5955;4065;4594;4492;5080;5643;5214;4065;4594;4492;5080;5643;5214;4494;4065;4594;5214;5080;4751;5940;5955;4494;4065;4594;5080;4751;5940;4751;4737;5907;5238;3873;4142;4150;4751;4494;;;;
121;4721;4927;5231;4481;4502;5957;5868;5866;5699;4823;4730;5425;3318;3856;5917;;4617;;;;5957;4927;5231;5425;4481;4721;4730;;3318;5917;5957;4927;5231;5425;4481;4721;4730;;3318;5917;5425;4927;5957;4481;;4721;5231;5917;4617;4730;5699;4502;4721;5231;4481;4823;;3318;5917;3856;4730;4481;4502;4617;5699;4823;4730;5699;4502;4617;4481;4823;4927;4721;4481;4502;5425;4730;5699;4823;4927;4721;4502;5425;4730;4481;5957;5231;5425;3318;4721;5698;4621;4721;3318;;;;
